"week_date","month_num","season","title_clean","show_title","weekly_rank_num","weekly_hours_viewed_num","cumulative_weeks_in_top_10_num","type_clean","genre"
2023-01-15,1,winter,ginny & georgia,Ginny & Georgia,1,162720000,2,TV Show,Romantic TV Shows
2023-01-15,1,winter,ginny & georgia,Ginny & Georgia,2,63230000,2,TV Show,TV Dramas
2023-01-15,1,winter,ginny & georgia,Ginny & Georgia,2,63230000,2,TV Show,TV Comedies
2023-01-15,1,winter,ginny & georgia,Ginny & Georgia,2,63230000,2,TV Show,Romantic TV Shows
2023-01-15,1,winter,wednesday,Wednesday,3,57820000,8,,
2023-01-15,1,winter,vikings: valhalla,Vikings: Valhalla,4,55350000,1,,
2023-01-15,1,winter,kaleidoscope,Kaleidoscope,5,46570000,2,Movie,Thrillers
2023-01-15,1,winter,vikings: valhalla,Vikings: Valhalla,6,25500000,6,,
2023-01-15,1,winter,emily in paris,Emily in Paris,7,25040000,4,TV Show,TV Dramas
2023-01-15,1,winter,emily in paris,Emily in Paris,7,25040000,4,TV Show,TV Comedies
2023-01-15,1,winter,emily in paris,Emily in Paris,7,25040000,4,TV Show,Romantic TV Shows
2023-01-15,1,winter,new amsterdam,New Amsterdam,8,18160000,2,,
2023-01-15,1,winter,the walking dead,The Walking Dead,9,17940000,1,TV Show,TV Dramas
2023-01-15,1,winter,the walking dead,The Walking Dead,9,17940000,1,TV Show,TV Action & Adventure
2023-01-15,1,winter,the walking dead,The Walking Dead,9,17940000,1,TV Show,Classic & Cult TV
2023-01-15,1,winter,the recruit,The Recruit,10,13430000,5,,
2023-01-15,1,winter,la reina del sur,La Reina del Sur,1,51930000,3,TV Show,Spanish-Language TV Shows
2023-01-15,1,winter,la reina del sur,La Reina del Sur,1,51930000,3,TV Show,International TV Shows
2023-01-15,1,winter,la reina del sur,La Reina del Sur,1,51930000,3,TV Show,Crime TV Shows
2023-01-15,1,winter,the glory,The Glory,2,40110000,3,,
2023-01-15,1,winter,woman of the dead,Woman of the Dead,3,28690000,2,,
2023-01-15,1,winter,alice in borderland,Alice in Borderland,4,23220000,4,TV Show,TV Mysteries
2023-01-15,1,winter,alice in borderland,Alice in Borderland,4,23220000,4,TV Show,TV Action & Adventure
2023-01-15,1,winter,alice in borderland,Alice in Borderland,4,23220000,4,TV Show,International TV Shows
2023-01-15,1,winter,single�s inferno,Single�s Inferno,5,20280000,4,,
2023-01-15,1,winter,alpha males,Alpha Males,6,15200000,2,,
2023-01-15,1,winter,alchemy of souls,Alchemy of Souls,7,14980000,5,,
2023-01-15,1,winter,sky rojo,Sky Rojo,8,13590000,1,TV Show,TV Action & Adventure
2023-01-15,1,winter,sky rojo,Sky Rojo,8,13590000,1,TV Show,Spanish-Language TV Shows
2023-01-15,1,winter,sky rojo,Sky Rojo,8,13590000,1,TV Show,International TV Shows
2023-01-15,1,winter,lady voyeur,Lady Voyeur,9,12450000,2,,
2023-01-15,1,winter,love is blind: brazil,Love Is Blind: Brazil,10,11920000,2,,
2023-01-08,1,winter,glass onion: a knives out mystery,Glass Onion: A Knives Out Mystery,1,44320000,3,,
2023-01-08,1,winter,the pale blue eye,The Pale Blue Eye,2,42960000,1,,
2023-01-08,1,winter,jumanji: the next level,Jumanji: The Next Level,3,17550000,2,,
2023-01-08,1,winter,roald dahl's matilda the musical,Roald Dahl's Matilda The Musical,4,17500000,2,,
2023-01-08,1,winter,white noise,White Noise,5,14340000,2,,
2023-01-08,1,winter,honest thief,Honest Thief,6,10200000,1,,
2023-01-08,1,winter,sing,Sing,7,9560000,5,,
2023-01-08,1,winter,knives out,Knives Out,8,7470000,2,,
2023-01-08,1,winter,hard target 2,Hard Target 2,9,7460000,1,,
2023-01-08,1,winter,trolls,Trolls,10,6500000,3,,
2023-01-08,1,winter,how i became a gangster,How I Became a Gangster,1,10530000,1,,
2023-01-08,1,winter,the raid 2,The Raid 2,2,5780000,1,,
2023-01-08,1,winter,mili,Mili,3,5430000,2,,
2023-01-08,1,winter,the kings of the world,The Kings of the World,4,3950000,1,,
2023-01-08,1,winter,troll,Troll,5,3610000,6,,
2023-01-08,1,winter,gatta kusthi,Gatta Kusthi,6,3600000,1,,
2023-01-08,1,winter,god's crooked lines,God's Crooked Lines,7,3450000,5,,
2023-01-08,1,winter,double xl,Double XL,8,3170000,2,,
2023-01-08,1,winter,"7 women and a murder","7 Women and a Murder",9,3080000,2,,
2023-01-08,1,winter,all quiet on the western front,All Quiet on the Western Front,10,2570000,7,,
2023-01-08,1,winter,ginny & georgia,Ginny & Georgia,1,180470000,1,TV Show,TV Dramas
2023-01-08,1,winter,ginny & georgia,Ginny & Georgia,1,180470000,1,TV Show,TV Comedies
2023-01-08,1,winter,ginny & georgia,Ginny & Georgia,1,180470000,1,TV Show,Romantic TV Shows
2023-01-08,1,winter,kaleidoscope,Kaleidoscope,2,112320000,1,Movie,Thrillers
2023-01-08,1,winter,wednesday,Wednesday,3,81340000,7,,
2023-01-08,1,winter,emily in paris,Emily in Paris,4,47780000,3,TV Show,TV Dramas
2023-01-08,1,winter,emily in paris,Emily in Paris,4,47780000,3,TV Show,TV Comedies
2023-01-08,1,winter,emily in paris,Emily in Paris,4,47780000,3,TV Show,Romantic TV Shows
2023-01-08,1,winter,ginny & georgia,Ginny & Georgia,5,44370000,1,TV Show,TV Dramas
2023-01-08,1,winter,ginny & georgia,Ginny & Georgia,5,44370000,1,TV Show,TV Comedies
2023-01-08,1,winter,ginny & georgia,Ginny & Georgia,5,44370000,1,TV Show,Romantic TV Shows
2023-01-08,1,winter,the recruit,The Recruit,6,23580000,4,,
2023-01-08,1,winter,madoff: the monster of wall street,MADOFF: The Monster of Wall Street,7,23030000,1,,
2023-01-08,1,winter,treason,Treason,8,18460000,2,,
2023-01-08,1,winter,the witcher: blood origin,The Witcher: Blood Origin,9,17610000,3,,
2023-01-08,1,winter,new amsterdam,New Amsterdam,10,14800000,1,,
2023-01-08,1,winter,the glory,The Glory,1,82480000,2,,
2023-01-08,1,winter,la reina del sur,La Reina del Sur,2,79250000,2,TV Show,Spanish-Language TV Shows
2023-01-08,1,winter,la reina del sur,La Reina del Sur,2,79250000,2,TV Show,International TV Shows
2023-01-08,1,winter,la reina del sur,La Reina del Sur,2,79250000,2,TV Show,Crime TV Shows
2023-01-08,1,winter,alice in borderland,Alice in Borderland,3,41840000,3,TV Show,TV Mysteries
2023-01-08,1,winter,alice in borderland,Alice in Borderland,3,41840000,3,TV Show,TV Action & Adventure
2023-01-08,1,winter,alice in borderland,Alice in Borderland,3,41840000,3,TV Show,International TV Shows
2023-01-08,1,winter,lady voyeur,Lady Voyeur,4,34370000,1,,
2023-01-08,1,winter,woman of the dead,Woman of the Dead,5,20740000,1,,
2023-01-08,1,winter,alchemy of souls,Alchemy of Souls,6,20510000,4,,
2023-01-08,1,winter,alice in borderland,Alice in Borderland,7,19130000,8,TV Show,TV Mysteries
2023-01-08,1,winter,alice in borderland,Alice in Borderland,7,19130000,8,TV Show,TV Action & Adventure
2023-01-08,1,winter,alice in borderland,Alice in Borderland,7,19130000,8,TV Show,International TV Shows
2023-01-08,1,winter,alpha males,Alpha Males,8,19090000,1,,
2023-01-08,1,winter,single�s inferno,Single�s Inferno,9,18340000,3,,
2023-01-08,1,winter,love is blind: brazil,Love Is Blind: Brazil,10,14280000,1,,
2023-01-01,1,winter,glass onion: a knives out mystery,Glass Onion: A Knives Out Mystery,1,127250000,2,,
2023-01-01,1,winter,roald dahl's matilda the musical,Roald Dahl's Matilda The Musical,2,41060000,1,,
2023-01-01,1,winter,knives out,Knives Out,3,16760000,1,,
2023-01-01,1,winter,white noise,White Noise,4,14750000,1,,
2023-01-01,1,winter,the invitation,The Invitation,5,12200000,1,Movie,Thrillers
2023-01-01,1,winter,the invitation,The Invitation,5,12200000,1,Movie,Independent Movies
2023-01-01,1,winter,the invitation,The Invitation,5,12200000,1,Movie,Horror Movies
2023-01-01,1,winter,guillermo del toro�s pinocchio,Guillermo del Toro�s Pinocchio,6,10910000,4,,
2023-01-01,1,winter,trolls,Trolls,7,9980000,2,,
2023-01-01,1,winter,after ever happy,After Ever Happy,8,7220000,1,,
2023-01-01,1,winter,how the grinch stole christmas,How the Grinch Stole Christmas,9,7190000,3,Movie,Comedies
2023-01-01,1,winter,how the grinch stole christmas,How the Grinch Stole Christmas,9,7190000,3,Movie,Children & Family Movies
2023-01-01,1,winter,bullet train,Bullet Train,10,6940000,5,,
2023-01-01,1,winter,"7 women and a murder","7 Women and a Murder",1,9980000,1,,
2023-01-01,1,winter,troll,Troll,2,6650000,5,,
2023-01-01,1,winter,a not so merry christmas,A Not So Merry Christmas,3,6220000,2,,
2023-01-01,1,winter,god's crooked lines,God's Crooked Lines,4,5600000,4,,
2023-01-01,1,winter,the big 4,The Big 4,5,5440000,3,,
2023-01-01,1,winter,double xl,Double XL,6,5240000,1,,
2023-01-01,1,winter,my name is vendetta,My Name Is Vendetta,7,4390000,5,,
2023-01-01,1,winter,mili,Mili,8,3370000,1,,
2023-01-01,1,winter,all quiet on the western front,All Quiet on the Western Front,9,3320000,6,,
2023-01-01,1,winter,tara vs. bilal,Tara VS. Bilal,10,3100000,1,,
2023-01-01,1,winter,wednesday,Wednesday,1,103960000,6,,
2023-01-01,1,winter,emily in paris,Emily in Paris,2,95330000,2,TV Show,TV Dramas
2023-01-01,1,winter,emily in paris,Emily in Paris,2,95330000,2,TV Show,TV Comedies
2023-01-01,1,winter,emily in paris,Emily in Paris,2,95330000,2,TV Show,Romantic TV Shows
2023-01-01,1,winter,the witcher: blood origin,The Witcher: Blood Origin,3,64520000,2,,
2023-01-01,1,winter,treason,Treason,4,56060000,1,,
2023-01-01,1,winter,the recruit,The Recruit,5,43360000,3,,
2023-01-01,1,winter,harry & meghan,Harry & Meghan,6,22530000,4,,
2023-01-01,1,winter,emily in paris,Emily in Paris,7,15210000,6,TV Show,TV Dramas
2023-01-01,1,winter,emily in paris,Emily in Paris,7,15210000,6,TV Show,TV Comedies
2023-01-01,1,winter,emily in paris,Emily in Paris,7,15210000,6,TV Show,Romantic TV Shows
2023-01-01,1,winter,emily in paris,Emily in Paris,8,14550000,4,TV Show,TV Dramas
2023-01-01,1,winter,emily in paris,Emily in Paris,8,14550000,4,TV Show,TV Comedies
2023-01-01,1,winter,emily in paris,Emily in Paris,8,14550000,4,TV Show,Romantic TV Shows
2023-01-01,1,winter,sonic prime,Sonic Prime,9,13400000,3,,
2023-01-01,1,winter,firefly lane,Firefly Lane,10,12770000,5,TV Show,TV Dramas
2023-01-01,1,winter,firefly lane,Firefly Lane,10,12770000,5,TV Show,Romantic TV Shows
2023-01-01,1,winter,alice in borderland,Alice in Borderland,1,74300000,2,TV Show,TV Mysteries
2023-01-01,1,winter,alice in borderland,Alice in Borderland,1,74300000,2,TV Show,TV Action & Adventure
2023-01-01,1,winter,alice in borderland,Alice in Borderland,1,74300000,2,TV Show,International TV Shows
2023-01-01,1,winter,alice in borderland,Alice in Borderland,2,30220000,7,TV Show,TV Mysteries
2023-01-01,1,winter,alice in borderland,Alice in Borderland,2,30220000,7,TV Show,TV Action & Adventure
2023-01-01,1,winter,alice in borderland,Alice in Borderland,2,30220000,7,TV Show,International TV Shows
2023-01-01,1,winter,the glory,The Glory,3,25410000,1,,
2023-01-01,1,winter,daughter from another mother,Daughter From Another Mother,4,22490000,1,TV Show,TV Comedies
2023-01-01,1,winter,daughter from another mother,Daughter From Another Mother,4,22490000,1,TV Show,Spanish-Language TV Shows
2023-01-01,1,winter,daughter from another mother,Daughter From Another Mother,4,22490000,1,TV Show,International TV Shows
2023-01-01,1,winter,la reina del sur,La Reina del Sur,5,22410000,1,TV Show,Spanish-Language TV Shows
2023-01-01,1,winter,la reina del sur,La Reina del Sur,5,22410000,1,TV Show,International TV Shows
2023-01-01,1,winter,la reina del sur,La Reina del Sur,5,22410000,1,TV Show,Crime TV Shows
2023-01-01,1,winter,alchemy of souls,Alchemy of Souls,6,17170000,3,,
2023-01-01,1,winter,single�s inferno,Single�s Inferno,7,14880000,2,,
2023-01-01,1,winter,the unbroken voice,The Unbroken Voice,8,14020000,6,,
2023-01-01,1,winter,til money do us part,Til Money Do Us Part,9,13330000,11,,
2023-01-01,1,winter,reborn rich,Reborn Rich,10,11980000,6,,
2022-12-25,12,winter,glass onion: a knives out mystery,Glass Onion: A Knives Out Mystery,1,82140000,1,,
2022-12-25,12,winter,the volcano: rescue from whakaari,The Volcano: Rescue from Whakaari,2,25110000,2,,
2022-12-25,12,winter,guillermo del toro�s pinocchio,Guillermo del Toro�s Pinocchio,3,19680000,3,,
2022-12-25,12,winter,how the grinch stole christmas,How the Grinch Stole Christmas,4,12680000,2,Movie,Comedies
2022-12-25,12,winter,how the grinch stole christmas,How the Grinch Stole Christmas,4,12680000,2,Movie,Children & Family Movies
2022-12-25,12,winter,a bad moms christmas,A Bad Moms Christmas,5,10890000,1,Movie,Comedies
2022-12-25,12,winter,i believe in santa,I Believe in Santa,6,10090000,2,,
2022-12-25,12,winter,the christmas chronicles,The Christmas Chronicles,7,9840000,5,Movie,Comedies
2022-12-25,12,winter,the christmas chronicles,The Christmas Chronicles,7,9840000,5,Movie,Children & Family Movies
2022-12-25,12,winter,falling for christmas,Falling for Christmas,8,7910000,6,,
2022-12-25,12,winter,bullet train,Bullet Train,9,7250000,4,,
2022-12-25,12,winter,the christmas chronicles: part two,The Christmas Chronicles: Part Two,10,7170000,4,Movie,Comedies
2022-12-25,12,winter,the christmas chronicles: part two,The Christmas Chronicles: Part Two,10,7170000,4,Movie,Children & Family Movies
2022-12-25,12,winter,the big 4,The Big 4,1,19740000,2,,
2022-12-25,12,winter,a not so merry christmas,A Not So Merry Christmas,2,17820000,1,,
2022-12-25,12,winter,private lesson,Private Lesson,3,9860000,2,,
2022-12-25,12,winter,god's crooked lines,God's Crooked Lines,4,8270000,3,,
2022-12-25,12,winter,troll,Troll,5,7950000,4,,
2022-12-25,12,winter,codename: tiranga,Codename: Tiranga,6,6960000,2,,
2022-12-25,12,winter,my name is vendetta,My Name Is Vendetta,7,3980000,4,,
2022-12-25,12,winter,the seven deadly sins: grudge of edinburgh part 1,The Seven Deadly Sins: Grudge of Edinburgh Part 1,8,3180000,1,,
2022-12-25,12,winter,doctor g,Doctor G,9,3090000,2,,
2022-12-25,12,winter,hell dogs - in the house of bamboo -,HELL DOGS - IN THE HOUSE OF BAMBOO -,10,3090000,1,,
2022-12-25,12,winter,wednesday,Wednesday,1,118540000,5,,
2022-12-25,12,winter,emily in paris,Emily in Paris,2,117610000,1,TV Show,TV Dramas
2022-12-25,12,winter,emily in paris,Emily in Paris,2,117610000,1,TV Show,TV Comedies
2022-12-25,12,winter,emily in paris,Emily in Paris,2,117610000,1,TV Show,Romantic TV Shows
2022-12-25,12,winter,the recruit,The Recruit,3,95590000,2,,
2022-12-25,12,winter,harry & meghan,Harry & Meghan,4,39740000,3,,
2022-12-25,12,winter,sonic prime,Sonic Prime,5,26410000,2,,
2022-12-25,12,winter,too hot to handle,Too Hot to Handle,6,16640000,3,TV Show,Romantic TV Shows
2022-12-25,12,winter,too hot to handle,Too Hot to Handle,6,16640000,3,TV Show,Reality TV
2022-12-25,12,winter,the witcher: blood origin,The Witcher: Blood Origin,7,15870000,1,,
2022-12-25,12,winter,i am a killer,I AM A KILLER,8,15820000,1,TV Show,Docuseries
2022-12-25,12,winter,i am a killer,I AM A KILLER,8,15820000,1,TV Show,Crime TV Shows
2022-12-25,12,winter,i am a killer,I AM A KILLER,8,15820000,1,TV Show,British TV Shows
2022-12-25,12,winter,firefly lane,Firefly Lane,9,14200000,4,TV Show,TV Dramas
2022-12-25,12,winter,firefly lane,Firefly Lane,9,14200000,4,TV Show,Romantic TV Shows
2022-12-25,12,winter,emily in paris,Emily in Paris,10,11500000,3,TV Show,TV Dramas
2022-12-25,12,winter,emily in paris,Emily in Paris,10,11500000,3,TV Show,TV Comedies
2022-12-25,12,winter,emily in paris,Emily in Paris,10,11500000,3,TV Show,Romantic TV Shows
2022-12-25,12,winter,alice in borderland,Alice in Borderland,1,61190000,1,TV Show,TV Mysteries
2022-12-25,12,winter,alice in borderland,Alice in Borderland,1,61190000,1,TV Show,TV Action & Adventure
2022-12-25,12,winter,alice in borderland,Alice in Borderland,1,61190000,1,TV Show,International TV Shows
2022-12-25,12,winter,alice in borderland,Alice in Borderland,2,18660000,6,TV Show,TV Mysteries
2022-12-25,12,winter,alice in borderland,Alice in Borderland,2,18660000,6,TV Show,TV Action & Adventure
2022-12-25,12,winter,alice in borderland,Alice in Borderland,2,18660000,6,TV Show,International TV Shows
2022-12-25,12,winter,reborn rich,Reborn Rich,3,17010000,5,,
2022-12-25,12,winter,the unbroken voice,The Unbroken Voice,4,16550000,5,,
2022-12-25,12,winter,alchemy of souls,Alchemy of Souls,5,15060000,2,,
2022-12-25,12,winter,til money do us part,Til Money Do Us Part,6,13850000,10,,
2022-12-25,12,winter,a storm for christmas,A Storm for Christmas,7,13640000,2,,
2022-12-25,12,winter,alchemy of souls,Alchemy of Souls,8,11830000,17,,
2022-12-25,12,winter,blood ties,Blood Ties,9,11660000,1,,
2022-12-25,12,winter,single�s inferno,Single�s Inferno,10,11580000,1,,
2022-12-18,12,winter,guillermo del toro�s pinocchio,Guillermo del Toro�s Pinocchio,1,39380000,2,,
2022-12-18,12,winter,i believe in santa,I Believe in Santa,2,19960000,1,,
2022-12-18,12,winter,prisoners,Prisoners,3,19000000,1,,
2022-12-18,12,winter,bullet train,Bullet Train,4,13530000,3,,
2022-12-18,12,winter,lady chatterley's lover,Lady Chatterley's Lover,5,11090000,3,,
2022-12-18,12,winter,the volcano: rescue from whakaari,The Volcano: Rescue from Whakaari,6,8940000,1,,
2022-12-18,12,winter,how the grinch stole christmas,How the Grinch Stole Christmas,7,7530000,1,Movie,Comedies
2022-12-18,12,winter,how the grinch stole christmas,How the Grinch Stole Christmas,7,7530000,1,Movie,Children & Family Movies
2022-12-18,12,winter,falling for christmas,Falling for Christmas,8,6400000,5,,
2022-12-18,12,winter,scrooge: a christmas carol,Scrooge: A Christmas Carol,9,5680000,3,,
2022-12-18,12,winter,the noel diary,The Noel Diary,10,5560000,4,,
2022-12-18,12,winter,god's crooked lines,God's Crooked Lines,1,27060000,2,,
2022-12-18,12,winter,the big 4,The Big 4,2,16390000,1,,
2022-12-18,12,winter,troll,Troll,3,16270000,3,,
2022-12-18,12,winter,doctor g,Doctor G,4,8830000,1,,
2022-12-18,12,winter,my name is vendetta,My Name Is Vendetta,5,7230000,3,,
2022-12-18,12,winter,the marriage app,The Marriage App,6,6970000,2,,
2022-12-18,12,winter,private lesson,Private Lesson,7,4340000,1,,
2022-12-18,12,winter,codename: tiranga,Codename: Tiranga,8,4050000,1,,
2022-12-18,12,winter,kantara (hindi),Kantara (Hindi),9,4040000,2,,
2022-12-18,12,winter,delivery by christmas,Delivery by Christmas,10,3120000,2,,
2022-12-18,12,winter,wednesday,Wednesday,1,173960000,4,,
2022-12-18,12,winter,harry & meghan,Harry & Meghan,2,97710000,2,,
2022-12-18,12,winter,the recruit,The Recruit,3,52300000,1,,
2022-12-18,12,winter,too hot to handle,Too Hot to Handle,4,37830000,2,TV Show,Romantic TV Shows
2022-12-18,12,winter,too hot to handle,Too Hot to Handle,4,37830000,2,TV Show,Reality TV
2022-12-18,12,winter,sonic prime,Sonic Prime,5,27720000,1,,
2022-12-18,12,winter,firefly lane,Firefly Lane,6,26570000,3,TV Show,TV Dramas
2022-12-18,12,winter,firefly lane,Firefly Lane,6,26570000,3,TV Show,Romantic TV Shows
2022-12-18,12,winter,"1899","1899",7,17850000,5,,
2022-12-18,12,winter,the crown,The Crown,8,13200000,6,TV Show,TV Dramas
2022-12-18,12,winter,the crown,The Crown,8,13200000,6,TV Show,International TV Shows
2022-12-18,12,winter,the crown,The Crown,8,13200000,6,TV Show,British TV Shows
2022-12-18,12,winter,don't pick up the phone,Don't Pick Up the Phone,9,10780000,1,,
2022-12-18,12,winter,firefly lane,Firefly Lane,10,10660000,2,TV Show,TV Dramas
2022-12-18,12,winter,firefly lane,Firefly Lane,10,10660000,2,TV Show,Romantic TV Shows
2022-12-18,12,winter,the unbroken voice,The Unbroken Voice,1,22570000,4,,
2022-12-18,12,winter,money heist: korea - joint economic area,Money Heist: Korea - Joint Economic Area,2,22340000,5,,
2022-12-18,12,winter,reborn rich,Reborn Rich,3,19440000,4,,
2022-12-18,12,winter,til money do us part,Til Money Do Us Part,4,17120000,9,,
2022-12-18,12,winter,alchemy of souls,Alchemy of Souls,5,13500000,16,,
2022-12-18,12,winter,alchemy of souls,Alchemy of Souls,6,13070000,1,,
2022-12-18,12,winter,a storm for christmas,A Storm for Christmas,7,12330000,1,,
2022-12-18,12,winter,lookism,Lookism,8,9960000,2,,
2022-12-18,12,winter,i hate christmas,I Hate Christmas,9,9490000,2,,
2022-12-18,12,winter,under the queen's umbrella,Under the Queen's Umbrella,10,9390000,8,,
